가맹점명,주소,위도,경도
방이역,서울 송파구 오금동 41-23 성암빌딩 1층,37.5073562,127.1285888
방촌,대구 동구 방촌동 1118-121,35.8768259,128.6694672
방학,서울 도봉구 방학동 659-32,37.6670089,127.0388285
방화1호,서울 강서구 방화동 571-1,37.5736289,126.8136657
방화2호,서울 강서구 방화2동 580-27,37.5705607,126.8123225
배곧신도시1호,"경기 시흥시 정왕동 2475 에이플러스 115, 116호",37.377882,126.7264547
배곧신도시2호,경기 시흥시 정왕동 2536,37.3671173,126.7282012
배미,충남 아산시 배미동 239-17,36.7871852,126.9694208
배방1호,충남 아산시 배방읍 공수리 1639,36.7755179,127.0578694
백마강촌,경기 고양시 일산동구 마두동 753-3,37.6578107,126.7877072
백석(양주),경기 양주시 백석읍 복지리 168-3,37.7898444,126.9923338
백석(천안),충남 천안시 서북구 백석동 910번지 주공아파트상가 103호,36.8199282,127.1187308
백송,경기 고양시 일산동구 백석동 1225 중앙프라자 103호,37.6493196,126.7863312
백운,광주 남구 서동 71-15,35.143174,126.9056444
백운호수,경기 의왕시 학의동 1093-4,37.3729938,127.0093296
번동,서울 강북구 번동 169-1,37.6272822,127.0410486
벌용,경남 사천시 벌리동 255-9,34.940082,128.0855953
범계,경기 안양시 비산동 1110-1,37.3928277,126.9530195
범물,대구 수성구 범물동 1374-4,35.8176585,128.6441371
범어1호,대구 수성구 범어동 203-18,35.8573386,128.6342759
범어2호,대구 수성구 범어동 478-12,35.8633498,128.6237982
범일1호,부산 동구 범일동 833-2,35.1399275,129.0599241
범천,부산 부산진구 범천동 1278-11,35.1467964,129.0551797
법동,대전 대덕구 중리동 385-26,36.3632794,127.4253674
변산격포,전북 부안군 변산면 격포리 260-159,35.6287775,126.4740398
별내2호,경기 남양주시 별내동 846-7,37.6653657,127.1173134
별내역,경기 남양주시 별내동 1006-1,37.6459133,127.1257691
병점1호,"경기 화성시 병점동 379-10 병점프라자 109호, 110호",37.206489,127.0366521
병점2호,경기 화성시 진안동 914-1,37.2146327,127.0419547
보광,서울 용산구 보광동 217-13,37.5262135,126.9987134
보라,경기 용인시 기흥구 보라동 581-2,37.2536406,127.1103
보람,세종시 보람동 628-4,36.4779569,127.2893536
보문,서울 성북구 보문동7가 99,37.5796637,127.0221674
보성,전남 보성군 보성읍 보성리 831-19,34.7701732,127.0801852
보은,충북 보은군 보은읍 삼산리 153-2,36.4864325,127.71762
보정,경기 용인시 기흥구 보정동 1204-4,37.3214018,127.1119283
복대1호,충북 청주시 흥덕구 복대동 1652,36.631189,127.4510607
복사골,경기 부천시 원미구 중동 716-4,37.4949595,126.7670991
복산,울산 중구 복산동 399-12,35.5630961,129.3293959
복수,대전 서구 복수동 622,36.2987009,127.3787683
복운,충남 당진시 송악면 복운리 1642-11,36.9409388,126.7833612
복천,부산 동래구 복천동 476-1,35.2058578,129.0856305
복현1호,대구 북구 복현동 426-5,35.8955148,128.6171314
복현2호,대구 북구 복현동 539 -110 복현서한타운 상가 103호,35.9023729,128.617298
본오1호,경기 안산시 상록구 본오동 879-10,37.2977868,126.8628704
본오2호,경기 안산시 상록구 본오동 857-8,37.2931512,126.8692115
봉곡,경북 구미시 봉곡동 302-4,36.1494457,128.3118878
봉곡사림,경남 창원시 의창구 봉곡동 116-4,35.2495189,128.666505
봉담1호,경기 화성시 상리 26-8,37.2192823,126.9482961
봉덕,대구 남구 봉덕동 687-32,35.8426687,128.5972836
봉동,전북 완주군 봉동읍 둔산리 905-7,35.9587074,127.1245762
봉래영선,"부산 영도구 영선동1가 69-2, 69-3",35.0913941,129.0448351
봉명1호,충북 청주시 흥덕구 봉명동 2844-3,36.6505467,127.4571826
봉명다가,충남 천안시 동남구 다가동 373-6,36.800935,127.1365004
봉방문화교현,충북 충주시 교현동 634-17,36.978616,127.9279932
봉선1호,광주 남구 주월1동 1253-4,35.1331427,126.9103795
봉선2호,광주 남구 봉선동 164-1,35.1261952,126.9157067
봉일천,경기 파주시 조리읍 봉일천리 142-3,37.743103,126.808111
봉천1호,서울 관악구 봉천동 861-7,37.4819131,126.9522155
봉천2호,서울 관악구 봉천동 1674-20,37.4792906,126.9587197
봉천3호,서울 관악구 봉천동 1632-9,37.4759585,126.9640968
봉천4호,서울 관악구 봉천동 931-12,37.4832944,126.9412277
봉천5호,서울 관악구 봉천3동 7-291,37.4884991,126.9582697
봉포,강원 고성군 토성면 봉포리 166-21,38.2506596,128.5663048
봉화,경북 봉화군 봉화읍 내성리 222-1,36.8894653,128.740442
부개3동,인천 부평구 부개동 12-176,37.5037745,126.7359977
부곡(군포),경기 군포시 부곡동 1120-4,37.3249738,126.945146
부곡(안산),경기 안산시 상록구 부곡동 670-2,37.3316741,126.862471
부곡1호,부산 금정구 부곡동 23-15,35.242438,129.0936404
부곡2호,부산 금정구 부곡1동 324-20,35.2240135,129.0914125
부송,전북 익산시 부송동 710-5,35.9596859,126.9881682
부안,전북 부안군 부안읍 봉덕리 826-1,35.725511,126.7404086
부암1호,부산 부산진구 부암동 301-33,35.1668575,129.0490336
부여,충남 부여군 부여읍 관북리 133-5,36.2829464,126.9128873
부원봉황,경남 김해시 부원동 607-3,35.2277899,128.8829347
부천역,경기 부천시 심곡동 161-5,37.4884736,126.7841177
부평1호,인천 부평구 부평동 451-30,37.5017805,126.7213173
부평2호,인천 부평구 부평동 889-8,37.5048044,126.7249724
부평역,인천 부평구 부평동 192-14,37.4938626,126.7256881
북가좌1호,서울 서대문구 북가좌동 385-8,37.5754621,126.9069022
북면,경북 울진군 북면 부구리 159-27,37.103385,129.3738603
북변,경기 김포시 감정동 529-3,37.6233585,126.6993333
북신무전,경남 통영시 무전동 1033-2,34.8586487,128.4269467
북아현1호,서울 서대문구 북아현동 1006,37.5609449,126.9563723
분당효자,경기 성남시 분당구 서현동 333-1,37.3768744,127.1393893
분평,충북 청주시 서원구 분평동 1234,36.6100362,127.4844347
불광1동,서울 은평구 불광동 554-1 라비앙프라자1층 101호,37.6123948,126.9321148
불당,충남 천안시 서북구 불당동 1630,36.8114063,127.1067353
불로원당,인천 서구 당하동 1033-3 조이빌 103,37.5930484,126.6995399
비래,대전 동구 가양동 88-1 조일아파트상가 A동,36.3490481,127.4520823
비산1호,경기 안양시 동안구 비산동 566-7,37.3969973,126.9365777
비전1호,경기 평택시 비전동 829-1,36.9957089,127.1112154
비전2호,경기 평택시 비전동 790-3,36.999701,127.0941049
비파,전남 목포시 상동 851,34.8085907,126.4225126
빛가람1호,전남 나주시 빛가람동 190-3,35.0220671,126.7870877
사가정역,서울 중랑구 면목동 496-14,37.5815248,127.0882337
사남,경남 사천시 사남면 월성리 64-3,35.0626085,128.0754394
사당1호,서울 동작구 사당3동 155-2 1F,37.4841839,126.9774283
사당3호,서울 동작구 사당동 220-119,37.4858444,126.9694538
사동1호,경기 안산시 상록구 사동 1172,37.3015614,126.8417591
사동2호,경기 안산시 상록구 사동 1376-7,37.2867119,126.8466103
사북고한,강원 정선군 사북읍 사북리 344-56,37.2273544,128.8209264
사우,경기 김포시 사우동 998,37.6203845,126.7162151
사직1호(부산),부산 동래구 사직동 137-26,35.1998642,129.0703844
사직2호,부산 동래구 사직동 89-16,35.1956216,129.0592648
사창,강원 화천군 사내면 사창리 457-12,38.070799,127.5209779
사천,경남 사천시 사천읍 수석리 293-23,35.0793516,128.0861783
사파,경남 창원시 성산구 사파동 113-16,35.2220448,128.6955948
산격,대구 북구 산격동 1400-20,35.8921125,128.6080713
산곡1호,인천 부평구 산곡동 369-270,37.4919503,126.7044931
산곡2호,인천 부평구 청천동 259-15,37.5063777,126.7148728
산곡3호,인천 부평구 산곡2동 251-1,37.50025,126.7030497
산내마을,경기 파주시 목동동 937,37.729092,126.7341714
산동,경북 구미시 산동면 신당리 1437,36.154518,128.4317474
산본1호,경기 군포시 산본동 1106-3 101호,37.3675841,126.9263197
산본3호,경기 군포시 산본동 1060 산본타운 2층,37.3721878,126.9352672
산본역,경기 군포시 산본동 1132-2,37.3604825,126.9318626
산청,경남 산청군 산청읍 옥산리 249,35.4119022,127.8728868
삼계1호,경남 김해시 삼계동 1479-4,35.2618132,128.8713019
삼계2호,경남 김해시 삼계동 1415-5,35.2687981,128.8635406
삼례우석대,전북 완주군 삼례읍 후정리 13-8,35.9144609,127.0688369
삼문상남,경남 밀양시 삼문동 717-11,35.4829529,128.7496736
삼방,경남 김해시 삼방동 171-12,35.2465793,128.9064962
삼산(부평),인천 부평구 삼산동 433-1,37.5160296,126.7339324
삼산(울산),울산 남구 달동 1266-9,35.5359947,129.3319076
삼산2호,울산 남구 삼산동 203-15,35.5423515,129.348331
삼성,경남 양산시 북정동 885-12,35.3590211,129.0431521
삼성1호,서울 강남구 삼성동 44-18,37.5120506,127.0490419
삼송,경기도 고양시 덕양구 신원동 626-1 1층 상가 5~6호,37.6624768,126.8897982
삼양화북,제주 제주시 화북1동 1023-2,33.5145109,126.5760442
삼정,경남 김해시 삼정동 590-1,35.2313376,128.8947958
삼척,강원 삼척시 남양동 17-2,37.4444414,129.1637015
삼천1호,전북 전주시 완산구 삼천동1가 621,35.7978282,127.1232738
삼학,전남 목포시 산정동 1284,34.79391,126.3992443
삼호,전남 영암군 삼호읍 용앙리 481,34.7504123,126.4606853
상계4단지,서울 노원구 상계동 749-5,37.6500683,127.0622109
상계보람,서울 노원구 상계동 456-70,37.663165,127.0662001
상계역,서울 노원구 중계동 137-39,37.6620523,127.0754903
상남,경남 창원시 성산구 상남동 34-9,35.2204416,128.6814476
상대,경남 진주시 상대동 238-3,35.1840594,128.1146898
상대원1호,경기 성남시 중원구 상대원동 5027,37.4346009,127.1583221
상도,서울 동작구 상도동 535 상도2차 두산위브트레지움아파트 상가,37.5038796,126.9427844
상도터널,서울 동작구 상도동 159-26,37.500484,126.9495844
상동,전북 정읍시 시기동 170-4,35.5644357,126.8603414
상동석현,전남 목포시 석현동 1173-2,34.8145801,126.4223187
상동역,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호,37.512805,126.7516666
상모,경북 구미시 상모동 42-7,36.0907125,128.3555219
상무1호,광주 서구 치평동 1258,35.1501451,126.8504806
상문,경남 거제시 상동동 913-2,34.8635291,128.6316314
상봉1호,서울 중랑구 상봉동 91-1,37.5967851,127.0886597
상봉중앙,경남 진주시 중안동 2-11,35.1949086,128.0808968
상북,경남 양산시 상북면 석계리 242-1,35.4141699,129.0588007
상암,서울 마포구 상암동 34-45,37.5767375,126.8945806
상인,대구 달서구 상인동 1555-1,35.812508,128.5456611
상일,서울 강동구 고덕동 200-3,37.5584097,127.1707492
상일2호,서울 강동구 구천면로 640,37.5502858,127.1690858
상주,경북 상주시 무양동 213-3,36.4220812,128.1587116
상평,경남 진주시 상평동 198-43,35.176737,128.1125604
상현1호,경기 용인시 수지구 상현동 3-4,37.3141235,127.0884693
상현역,경기 용인시 수지구 상현동 1160,37.2964122,127.0800236
생연,경기 동두천시 생연동 689-28,37.9011721,127.0532308
서곡효자,전북 전주시 완산구 효자동3가 1609-16,35.8273219,127.1055917
서귀포남원,제주 서귀포시 남원읍 남원리 50,33.2803796,126.7226913
서귀포명동,제주 서귀포시 서귀동 408-3,33.2475934,126.564962
서귀포혁신도시,제주 서귀포시 강정동 166-10,33.253542,126.5068454
서동1호,부산 금정구 서동 210-6,35.2142301,129.1063667
서면,부산 부산진구 부전동 266-24,35.1592942,129.059943
서산테크노,충남 서산시 오사리 1666,36.8283908,126.4471317
서신,전북 전주시 완산구 서신동 938-5,35.8356882,127.1103023
서울시립대,서울 동대문구 전농동 295-5,37.5769489,127.0575591
서울시청,서울 중구 태평로2가 55,37.5637532,126.9773538
서재세천,대구 달성군 다사읍 서재리 423-15,35.8714647,128.4971733
서창,인천 남동구 서창동 706,37.422887,126.7498219
서창1호,경남 양산시 삼호동 707-2,35.4140461,129.1711135
서천,충남 서천군 군사리 718-11,36.0792229,126.6862992
서초1호,서울 서초구 서초동 1357-56,37.4875079,127.0309392
서초2호,서울 서초구 서초동 1669-15,37.4934952,127.0171309
서초3호,서울 서초구 서초동 1579-5,37.4882622,127.013497
서충주기업도시,"충북 충주시 중앙탑면 용전리 664 (107호, 108호)",37.0161428,127.8251577
서판교,경기 성남시 분당구 판교동 612-3,37.3908026,127.0908691
서현,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가",37.3815128,127.1281613
석계역,서울 노원구 월계1동 73-13,37.6175378,127.0638829
석관장위,서울 성북구 장위동 50-46,37.6119402,127.0584217
석남가정,인천 서구 가정동 505-4,37.51772,126.673491
석동덕산,경남 창원시 진해구 석동 139-6,35.1521775,128.7049276
석림,충남 서산시 예천동 1287-5,36.7705522,126.4513811
석사,강원 춘천시 석사동 748-18(33통405),37.8648874,127.7509183
석산,경남 양산시 동면 금산리 1422-14,35.3127685,129.025088
석수1호,경기 안양시 만안구 석수1동 177-6,37.4165304,126.9137181
석적,경북 칠곡군 석적읍 중리 203-5,36.0773331,128.4140744
석전회성,경남 창원시 마산회원구 석전동 264-56,35.2280045,128.5726147
석촌,서울 송파구 석촌동 163-1,37.5067428,127.1035682
선부1호,경기 안산시 단원구 선부동 1070-2,37.3360104,126.8090446
선부2호,경기 안산시 단원구 선부동 1142-7,37.3429326,126.814926
선산,경북 구미시 선산읍 동부리 416,36.2428294,128.3019175
선운지구,광주 광산구 선암동 777,35.1489507,126.7703632
선유도역,서울 영등포구 양평동4가 147-3,37.5372424,126.8956377
선학연수3호,인천 연수구 선학동 406-2,37.4270308,126.6983979
성거,충남 천안시 서북구 성거읍 저리 65-1,36.8750302,127.2018779
성건중앙,경북 경주시 성건동 625-13,35.855051,129.2073924
성남위례,경기 성남시 수정구 창곡동 547-8,37.4657842,127.1396512
성내,서울 강동구 성내2동 509-7 1층,37.5313547,127.1279569
성내용산,충북 충주시 용산동 1650-2,36.9616147,127.9421417
성덕,강원 강릉시 입암동 498-13,37.7552382,128.9110051
성복,경기 용인시 수지구 성복동 162-3,37.3154878,127.0753266
성산2동,서울 마포구 성산동 592,37.5634262,126.9033573
성산일출봉,제주 서귀포시 성산읍 성산리 362-1,33.4687859,126.9291684
성서,대구 달서구 신당동 1761-5,35.8580492,128.4996317
성성,충남 천안시 서북구 성성동 656,36.8409269,127.1291901
성수1호,서울 성동구 성수동2가 235-1,37.5370219,127.0607551
성수역,서울 성동구 성수동2가 289-251,37.5461246,127.0546417
성안,울산 중구 성안동 804-10,35.5758308,129.3082615
성정,충남 천안시 서북구 성정동 149-4,36.8150311,127.1421378
성주,경북 성주군 성주읍 성산리 2102-4,35.918469,128.2891482
성주안민,경남 창원시 성산구 성주동 125,35.1983031,128.7113969
성환1호,충남 천안시 서북구 성환읍 매주리 325-5 외 1,36.9113209,127.1297707
세곡,서울 강남구 자곡동 611,37.4741326,127.0940872
세교,경기 평택시 세교동 181-8,37.0011631,127.0783273
세마수청,경기 오산시 수청동 618-1,37.1702978,127.0642072
세종소담,세종 소담동 576,36.4849625,127.3006869
세종아름,세종  아름동 1363,36.5105168,127.2512194
세화,제주 제주시 구좌읍 평대리 3349-8,33.5266205,126.8545167
소래포구,인천 남동구 논현동 671-3,37.4014784,126.7345075
소룡산북,전북 군산시 소룡동 1545-5번지,35.9694114,126.6828082
소사벌,"경기 평택시 비전동 1015 엘도라도 시티 104호, 105호",37.0041253,127.1032524
소사범박,경기 부천시 소사본동 139-9,37.4780963,126.7959118
소촌우산,광주 광산구 소촌동 244-6,35.1574941,126.7953369
소하1호,경기 광명시 소하동 1240-1,37.4362467,126.8818391
소하2호,경기 광명시 소하동 1342-1,37.4476545,126.8828334
솔내,전북 전주시 덕진구 송천동1가 405-1,35.8571287,127.1186661
송강,대전 유성구 봉산동 198-13,36.4365745,127.3866452
송내(동두천),경기 동두천시 지행동 694 예일 복합타워 114호,37.8931115,127.05324
송내로데오,경기 부천시 원미구 상동 400-2,37.4913247,126.7521588
송도,경북 포항시 남구 해도동 25-28,36.0286482,129.3704588
송도1호,인천 연수구 송도동 21-59  302동 102호,37.3965073,126.6498177
송도8공구,인천 연수구 송도동 316,37.4104943,126.626557
송도감천,"부산 서구 암남동 64-2 상가동 108호,109호(암남동)",35.0812731,129.0172042
송도드림시티,인천 연수구 송도동 3-2,37.3949558,126.6501533
송도캠퍼스타운,인천 연수구 송도동 155(송도아메리칸타운파크),37.3850536,126.6622171
송산그린시티,경기 화성시 새솔동,37.2812953,126.818772
송우,경기 포천시 소흘읍 송우리 729-3 파크프라자 1층,37.8297811,127.1406466
송정(구미),경북 구미시 송정동 38-5 우방타운 206동2호,36.1211882,128.3482611
송정(부산),부산 해운대구 송정동 227-7,35.1822099,129.2039977
송정1호,광주 광산구 도산동 1143,35.1291944,126.7917364
송정지구,울산 북구 송정동 407,35.6014505,129.3629638
송천,전북 전주시 덕진구 송천동2가 179-116,35.8667998,127.1310456
송촌1호,대전 대덕구 송촌동 454-4,36.3652399,127.4377878
송탄1호,경기 평택시 이충동 664-4,37.0601315,127.0654969
송탄2호,경기 평택시 지산동 714-11,37.0799427,127.0612666
송파1호,서울 송파구 송파동 147,37.5071708,127.1166153
송현(대구),대구 달서구 송현1동 207-2,35.8320741,128.5529335
송현(인천),인천 동구 송림동 234-1,37.4735542,126.6372116
송현오거리,경북 안동시 송현동 260-5,36.5721611,128.6990942
수곡,충북 청주시 수곡동 896,36.616535,127.4720775
수내1호,경기 성남시 분당구 수내동 32 양지마을청구아파트,37.3763473,127.1166857
수락산역,서울 노원구 상계동 1118,37.6759956,127.0550181
수성(대구),대구 수성구 수성동4가 1022-11,35.860632,128.617435
수성(정읍),전북 정읍시 수성동 954-13,35.579243,126.8530237
수성호수,대구 수성구 두산동 653-5,35.8268273,128.622371
수안,부산 동래구 수안동 192-4,35.2010151,129.0843772
수암,울산 남구 야음동 692-6,35.5270533,129.3248469
수양,경남 거제시 수월동 1120-14,34.8934754,128.6410142
수영,부산 수영구 수영동 503-23,35.1685713,129.1197916
수완1호,광주 광산구 장덕동 1479번지 1층,35.1914317,126.8139523
수완2호,광주 광산구 수완동 1126,35.1913084,126.828482
수원역,경기 수원시 팔달구 고등동 86-4,37.2696534,127.0045589
수유1호,서울 강북구 수유동 385-2,37.6410001,127.0173985
수유역점,서울 강북구 번동 461-127,37.6388968,127.0287948
수정1호,부산 동구 수정동 295-3,35.1281401,129.0457049
수지1지구,경기 용인시 수지구 풍덕천동 29-10,37.3268312,127.096371
수지2지구,경기 용인시 수지구 풍덕천동 697,37.3231434,127.0920812
수진1호,경기 성남시 수정구 수진동 88번지 102호,37.4396939,127.1325977
수택,경기 구리시 교문동 760-12,37.5919717,127.1317635
숙대,서울 용산구 청파동2가 90-11,37.5450002,126.9696733
순창,전북 순창군 순창읍 순화리 282-6,35.3732133,127.1394504
순천대점,전남 순천시 석현동 80-5,34.9690063,127.4857789
숭인,서울 종로구 숭인2동 183-13,37.574612,127.0200911
시지1호,대구 수성구 매호동 1328-12,35.8436122,128.7078526
시지2호,대구 수성구 시지동 489-2,35.8396232,128.693697
시지3호,대구 수성구 신매동 593-4,35.8321903,128.7075117
시청(부산),부산 연제구 거제3동 34-19,35.186872,129.0764185
시청(제주),제주 제주시 이도이동 1179-18,33.4988207,126.5309433
시흥1호,서울 금천구 시흥2동 264-17,37.4502162,126.913475
시흥2호,서울 금천구 시흥1동 905-5,37.4500488,126.9038516
식사,경기 고양시 일산동구 식사동 1531,37.6779331,126.812171
신가,광주 광산구 신가동 974-6,35.1854136,126.8335576
신곡,경기 의정부시 신곡동 484,37.7403067,127.0612525
신곡2호,경기 의정부시 신곡동 703-9,37.7315737,127.0550376
신공덕,서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호),37.5463803,126.958037
신관,충남 공주시 신관동 24-25,36.474223,127.14285
신기,전남 여수시 신기동 117-7,34.7582498,127.671464
신길1호,서울 영등포구 신길동 296-14,37.5076897,126.9040856
신길2호,서울 영등포구 신길7동 674,37.502937,126.9211726
신내1호,서울 중랑구 신내동 797,37.6060585,127.0971514
신당1호,서울 중구 신당동 846,37.562415,127.0172969
신대,전남 순천시 해룡면 신대리 1977-8,34.9346207,127.5470402
신대방,서울 동작구 신대방동 607-28,37.489566,126.9074139
신대방삼거리,서울 동작구 대방동 407-46,37.4993548,126.9271841
신도림1호,서울 구로구 신도림동 648 신도림6차대림아파트 상가 902동 111호,37.505685,126.8828373
신동1호,경기 수원시 영통구 신동 935-3,37.2473373,127.0443822
신림1호,서울 관악구 신림동 518-56,37.4859325,126.9134235
신림2호,서울 관악구 신림동 1680-15,37.4772883,126.9157544
신림3호,서울 관악구 신림동 241-66,37.4698911,126.9390001
신림4호,서울 관악구 신림동 706-6,37.4719348,126.9193002
신방1호,충남 천안시 동남구 신방동 785-32,36.7891664,127.1233224
신방통정,충남 천안시 동남구 신방동 1538,36.7734909,127.1318212
신백,충북 제천시 신백동 214-7,37.1297669,128.2281218
신부1호,충남 천안시 동남구 신부동 728,36.8215562,127.1584349
신사1동,서울 은평구 신사동 29-13,37.59775,126.9105881
신사우동,강원 춘천시 우두동 1052-29,37.9003282,127.7283445
신성,대전 유성구 신성동 137-15,36.3902843,127.3494238
신수,서울 마포구 신수동 451번지 세양청마루아파트 상가 101호,37.5477943,126.9367227
신시가지,전북 전주시 완산구 효자동2가 1327-1,35.8108561,127.1063016
신안평거,경남 진주시 신안동 439-7,35.1839396,128.0685699
신암대현,대구 북구 대현동 153-4,35.8820603,128.6115438
신영통1호,경기 수원시 영통구 망포동 381-2,37.2393867,127.0547947
신용산역,서울 용산구 한강로2가 122-5,37.5304254,126.9700801
신월1호,서울 양천구 신월동 602-8,37.5200929,126.8449041
신월2호,서울 양천구 신월7동 972-6,37.5205267,126.8349454
신월사거리,서울 양천구 신월동 166-5,37.5349169,126.8286161
신월성,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호,35.8218178,128.5279475
신이문,서울 동대문구 이문동 255-222,37.6028358,127.0627715
신장1호,경기 하남시 신장동 447-28,37.5393191,127.2112019
신장2호,경기 하남시 천현동 40-13,37.5350173,127.2235019
신정1호,서울 양천구 신정동 1022-5,37.5196732,126.8590872
신정3동(구 신정3호점),울산 남구 신정3동 177-1,35.5421431,129.3130718
신주례,부산 사상구 주례2동 3-17,35.1538979,129.0156618
신중동,경기 부천시 원미구 중동 1147-1,37.5026142,126.7711934
신창,광주 광산구 신창동 1236-1,35.1944241,126.8380787
신천1호(대구),대구 동구 신천동 501-5,35.8747973,128.6171976
신천1호(시흥),경기 시흥시 신천동 707-50,37.4420009,126.7860128
신촌,서울 서대문구 창천동 41-14,37.5581357,126.9376853
신탄진,대전 대덕구 석봉동 309-1,36.448501,127.4208142
신트리,서울 양천구 신정동 1267 목동뉴프라자,37.5132529,126.8555651
신평,충남 당진시 신평면 거산리 13-4번지 1층,36.8816549,126.7555749
신평1호,부산 사하구 신평동 262-20,35.0914297,128.973496
신평공단,경북 구미시 신평동 95-4,36.122659,128.3651553
신풍역,서울 영등포구 신길동 445-2,37.498866,126.9080582
신현,경기 광주시 오포읍 신현리 371-4,37.3588477,127.1595257
신호,부산 강서구 신호동 317-15,35.0821489,128.8727315
신흥1호,경기 성남시 수정구 신흥동 34,37.4492952,127.1456596
심곡1호,경기 부천시 소사구 심곡본동 678-17,37.481465,126.7817988
십정1호,인천 부평구 십정동 440-11,37.4692146,126.6996576
쌍문1호,서울 도봉구 방학동 263-56,37.6608617,127.0352315
쌍문역,서울 도봉구 쌍문3동 88-127,37.6507156,127.035618
쌍용1호,충남 천안시 쌍용동 1530,36.7967107,127.1181336
쌍용2호,충남 천안시 쌍용동 987,36.8046027,127.1298834
쌍촌1호,광주 서구 쌍촌동 147,35.1579555,126.86592
아라,제주 제주시 아라일동 6080,33.4700965,126.5457589
아라이도,제주 제주시 이도2동 1970-24,33.4939237,126.5415273
아름마을,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호",37.4057889,127.1233254
아미부민,부산 서구 부민동1가 11-3,35.1045984,129.0210704
아산테크노,충남 아산시 둔포면 석곡리 1704,36.9201436,127.0570178
아주,경남 거제시 아주동 1178-2,34.8650596,128.6876747
아주대,경기 수원시 팔달구 우만동 85-3 우만동R타워,37.2757674,127.042092
아중,전북 전주시 덕진구 인후동1가 834-4,35.8336197,127.1611038
아현,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호,37.5527494,126.9528627
안강,경북 경주시 안강읍 산대리 2400-2,36.0015556,129.1965663
안국,서울 종로구 화동 138-7,37.5793438,126.9825512
안락2호,부산 동래구 안락동 670-13,35.1939258,129.1006159
안산,전남 여수시 안산동 438-7,34.7607098,127.6510983
안서,충남 천안시 안서동 227-3,36.8296308,127.1794223
안성1호,경기 안성시 연지동 94,37.0107347,127.2707613
안성2호,경기 안성시 인지동 390-35,37.0054549,127.2690689
안성중앙대,경기 안성시 대덕면 내리 678-8,37.0021585,127.226283
안암,서울 동대문구 제기동 142-8,37.5861138,127.032821
안양1번가,경기 안양시 만안구 안양동 674-241,37.3994314,126.9225825
안양1호,경기 안양시 만안구 안양동 711-317,37.3957629,126.9189155
안양2호,경기 안양시 만안구 안양동 473-4,37.3908355,126.9263991
안중1호,경기 평택시 안중읍 현화리 47,36.984898,126.9259395
안행,전북 전주시 완산구 효자동1가 202-1,35.8058133,127.1282081
암사1호,서울 강동구 암사동 504-37,37.5531331,127.1283412
암사2호,서울 강동구 암사동 446-18,37.5549878,127.134759
압구정신사,서울 강남구 신사동 640-5 대성빌딩 1층 1호,37.5275481,127.0363103
앞산,대구 남구 대명동 780-3,35.8394666,128.5771511
애월해안도로,제주 제주시 애월읍 고내리 1145-1,33.4664773,126.3373393
야음1호,울산 남구 야음동 715-3,35.5234715,129.3187546
야탑1호,경기 성남시 분당구 야탑동 272-4,37.4116348,127.1385612
야탑역,경기 성남시 분당구 야탑동 376-13,37.4135767,127.1310878
약대,경기 부천시 삼정동 294-7,37.5167158,126.7698428
약사병영,울산 중구 약사동 629-17,35.5676499,129.3412644
약수,서울 중구 신당동 374-14,37.5561847,127.0111801
양곡,경기 김포시 양촌읍 양곡리 1302-2,37.6557092,126.6287283
양구,강원 양구군 양구읍 상리 227-105,38.1052839,127.9893603
양덕(창원),경남 창원시 마산회원구 양덕동 61-61,35.2308978,128.5837915
양덕(포항),경북 포항시 북구 양덕동 1574,36.082885,129.4002135
양벌,경기 광주시 오포읍 양벌리 290-3,37.3799207,127.2549536
양산1호,광주 북구 양산동 877-1 1층,35.2102209,126.8793617
양양,강원 양양군 양양읍 남문리 125,38.0748128,128.6204317
양재1호,서울 서초구 양재동 327-2,37.4689778,127.0406915
양정,부산 부산진구 양정동 310-6,35.1737143,129.072838
양정염포,울산 북구 양정동 497-11,35.5487896,129.3836746
양지,경기 용인시 처인구 양지리 454-2,37.2357442,127.2863482
양평,경기 양평군 양평읍 양근리 183-4,37.4903056,127.4965154
양학대이,경북 포항시 남구 이동 652-4,36.0300391,129.3389449
어방,경남 김해시 어방동 523-2,35.2449845,128.9048485
언양,울산 울주군 언양읍 남부리 256-2,35.5643862,129.124528
엄궁,부산 사상구 엄궁동 40-94,35.1283159,128.9747484
에코시티,전북 전주시 덕진구 송천동2가 1298,35.8804357,127.1324466
여서,전남 여수시 여서동 227-2,34.7529591,127.705117
여월작동,경기 부천시 여월동 332,37.5111203,126.8061048
여의도,서울 영등포구 여의도동 44-31,37.519797,126.9302979
여주1호,경기 여주군 하동 405-4,37.2956814,127.632077
역곡2동,경기 부천시 원미구 역곡동 48-5,37.4842901,126.8073223
역삼1호,서울 강남구 역삼동 837-15,37.4919067,127.032171
역촌1호,서울 은평구 역촌동 55-1,37.6053649,126.9111555
연경,대구 북구 연경동 949-1,35.9425192,128.6151371
연남,서울 마포구 연남동 369-20,37.5634154,126.9207553
